Partner,Dependents,tenure,PhoneService,InternetService,Contract,PaperlessBilling,MonthlyCharges,TotalCharges,SeniorCitizenLabel,ServiceCount,AvgMonthlySpend,ChargeToTenureRatio,CLV,TenureGroup_num,ChargesBand_num,ContractRisk,IsNewCustomer,IsLongTermCustomer,HasNoAddOns,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,MultipleLines_Yes,OnlineSecurity_Yes,OnlineBackup_Yes,DeviceProtection_Yes,TechSupport_Yes,StreamingTV_Yes,StreamingMovies_Yes
0,0,-1.2816237461508113,1,2,0,1,0.1616050925952503,-0.9782943085236117,0,0,0.16087220691849025,-0.039107531994243945,-0.9782943085236117,0,2,2,1,0,1,0,1,0,0,0,0,0,0,0,0
1,1,-1.1595065416350294,1,1,0,0,-0.48547376532309666,-0.9136607539122218,0,1,-0.35265762509626736,-1.474615284846051,-0.9136607539122218,0,1,2,1,0,0,0,1,0,0,1,0,0,0,0,0
0,0,-0.8338606629262776,1,0,1,0,-1.5008898192872717,-0.8944418150664724,0,0,-1.4293496826839103,-1.8760874394635403,-0.8944418150664724,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0
0,0,-1.2816237461508113,1,1,0,0,-0.563455063585051,-0.9878818385185804,0,1,-0.5621063259115647,-0.039107531994243945,-0.9878818385185804,0,1,2,1,0,0,0,1,0,0,1,0,0,0,0,0
1,0,0.5501343215859179,1,2,2,1,1.4590811615494745,1.1210895478117278,0,5,1.343115821473084,0.5856223086056561,1.1210895478117278,2,3,0,0,0,0,1,0,0,1,0,1,1,1,1,1
0,0,-0.3453918448631497,1,1,0,1,-0.45892694038285664,-0.45183579648867805,0,1,-0.3983194271697446,-0.7049637884330088,-0.45183579648867805,1,1,2,0,0,0,1,0,0,0,0,0,0,1,0,0
0,1,-0.8745663977648716,1,2,0,1,0.4337100482327091,-0.6351616560721047,0,1,0.41366653144121895,0.1018973223104374,-0.6351616560721047,0,2,2,1,0,0,0,0,1,1,0,0,1,0,0,0
1,1,-0.5082147842175256,1,0,2,0,-1.4892755833759168,-0.8334063266316838,0,0,-1.486923259211338,0.009852486861546494,-0.8334063266316838,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
0,1,0.020959768684196134,1,2,0,1,1.0077851375653963,0.4281765962531634,0,3,1.135321533776391,-0.8185510321784434,0.4281765962531634,2,3,2,0,0,0,0,0,0,1,1,0,1,0,0,1
0,0,-0.7931549280876836,1,2,0,1,0.6477438243133932,-0.5444201822524479,0,2,0.545688698305838,0.6874591478257,-0.5444201822524479,1,2,2,0,0,0,0,1,0,1,0,1,1,0,0,0
1,0,0.6722515261016999,1,0,2,1,-1.4859572302583868,-0.5818269068323596,0,0,-1.4915556159434298,0.24681897812357728,-0.5818269068323596,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
0,0,-0.7524491932490895,1,0,0,0,-1.5042081724048018,-0.8771096670206481,0,0,-1.438614396148094,-1.7370409859130926,-0.8771096670206481,1,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0
1,0,-0.3453918448631497,1,2,0,1,0.4619160497317138,-0.2312787277485885,1,1,0.2945487869017135,1.2886881793748228,-0.2312787277485885,1,2,2,0,0,0,0,1,0,1,1,0,0,0,0,0
1,1,-1.1595065416350294,1,2,0,0,1.2019087949409006,-0.8395932453012058,0,3,1.0436670470057157,0.9087584330538792,-0.8395932453012058,0,3,2,1,0,0,0,1,0,1,0,0,1,0,1,1
0,1,0.6722515261016999,1,2,1,1,1.1836578527944854,1.2155826638033287,0,3,1.274623118362868,-0.5796261401621811,1.2155826638033287,3,3,1,0,1,0,0,0,0,1,0,0,0,1,1,1
0,0,-1.1595065416350294,1,0,0,0,-1.5241182911099815,-0.9766927302864661,0,0,-1.541188009501557,0.6443743312326038,-0.9766927302864661,0,0,2,1,0,1,0,0,1,0,0,0,0,0,0,0
0,0,1.5677776925507676,1,0,2,0,-1.3399496930870676,-0.25457840018487365,0,0,-1.3476216746248604,0.2350685735981886,-0.25457840018487365,3,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0
0,0,0.9978974048104517,1,0,2,0,-1.469365464670737,-0.515021348858265,0,0,-1.495195324804359,0.8539232119353944,-0.515021348858265,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
0,0,-0.5489205190561197,1,2,0,1,0.6576988836659831,-0.2840649912906809,0,2,0.7280050239760255,-0.5326245220606222,-0.2840649912906809,1,2,2,0,0,0,0,1,0,1,1,0,1,0,0,0
0,0,-0.5489205190561197,1,2,0,1,0.29599839385521454,-0.38386744883555984,0,1,0.3319385233821693,-0.33090924437476166,-0.38386744883555984,1,2,2,0,0,0,1,0,0,0,0,1,0,0,0,0
0,0,-0.7117434584104956,1,2,0,0,0.6759498258123978,-0.4736655272552541,0,2,0.5420489894449082,0.9185504368250363,-0.4736655272552541,1,2,2,0,0,0,0,1,0,0,0,0,1,0,1,0
1,0,0.7129572609402939,1,2,0,0,1.4541036318731793,1.374533818983071,1,5,1.4460203174502682,-0.01952352445192951,1.374533818983071,3,3,2,0,1,0,0,0,0,1,1,1,1,0,1,1
0,0,-0.5896262538947137,1,2,0,1,0.8319124223363072,-0.3387380456326986,0,2,0.658850555618368,1.1496417258243727,-0.3387380456326986,1,2,2,0,0,0,1,0,0,1,0,1,0,0,1,0
1,1,0.14307697319997809,0,1,1,0,-0.14036504109997808,-0.02842677732872689,0,5,-0.09490006121772596,-0.47191409867944084,-0.02842677732872689,2,1,1,0,0,0,1,0,0,0,1,0,1,1,1,1
1,0,0.22448844287716607,1,1,1,0,0.13505826765501053,0.16240236659858806,0,3,0.17576192498592855,-0.38770286624748007,0.16240236659858806,2,2,1,0,0,0,1,0,0,1,0,0,1,1,0,1
1,1,1.6084834273893616,1,2,2,0,1.3661672742586346,2.351057755083875,0,5,1.3702481966181934,-0.08610915009580294,2.351057755083875,3,3,0,0,1,0,1,0,0,1,1,1,1,1,1,0
0,0,-1.2409180113122174,0,1,0,1,-1.3432680462045974,-0.9880792933697353,1,0,-1.3628422753160194,0.5386206905040972,-0.9880792933697353,0,0,2,1,0,1,0,0,1,0,0,0,0,0,0,0
0,0,0.631545791263106,1,2,1,0,0.33913698438310474,0.646473903918924,0,1,0.45204891579283735,-0.8988454631019434,0.646473903918924,2,2,1,0,0,0,0,1,0,0,0,1,0,0,0,0
0,0,-1.2816237461508113,1,1,0,1,-0.49211047155815646,-0.9869384431186178,0,0,-0.4909665618115822,-0.039107531994243945,-0.9869384431186178,0,1,2,1,0,1,0,0,1,1,0,0,0,0,0,0
1,1,1.4863662228735797,1,2,2,1,1.3744631570524595,2.1774510620628535,0,5,1.3335202253851792,0.1665245472000794,2.1774510620628535,3,3,0,0,1,0,1,0,0,0,1,1,0,1,1,1
0,0,-0.8338606629262776,1,1,0,1,-0.6613464805521857,-0.7788429694291967,0,0,-0.7027314409929256,0.5425374920125601,-0.7788429694291967,0,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0
1,1,-1.1595065416350294,1,0,0,1,-1.4925939364934466,-0.9725461784122118,0,0,-1.4630997103034369,-0.7676326125684214,-0.9725461784122118,0,0,2,1,0,1,0,1,0,0,0,0,0,0,0,0
0,1,-1.2816237461508113,1,2,0,1,0.18317438785919538,-0.9780090959608324,0,0,0.18237957746034564,-0.039107531994243945,-0.9780090959608324,0,2,2,1,0,1,0,0,1,0,0,0,0,0,0,0
1,0,0.5501343215859179,1,0,1,1,-1.3432680462045974,-0.5411073286386257,0,0,-1.381702584868108,1.0340960813247047,-0.5411073286386257,2,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
0,1,1.3642490183577978,1,0,2,0,-1.472683817788267,-0.41344179765299155,0,0,-1.4683938322829704,-0.04889953576540117,-0.41344179765299155,3,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0
0,1,-0.8745663977648716,0,1,1,1,-0.9583390845711194,-0.8322654763805664,0,2,-0.9376581038347285,-0.33286764512899314,-0.8322654763805664,0,1,1,1,0,0,0,0,1,0,1,0,0,1,0,0
0,1,-0.3453918448631497,0,1,2,0,-0.9682941439237093,-0.6443762157926695,0,2,-1.0031728633314567,0.5993311138852763,-0.6443762157926695,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0
1,1,1.5270719577121736,1,2,2,0,1.6532048189249784,2.4321897594806576,0,6,1.558189526891636,0.43678385128404906,2.4321897594806576,3,3,0,0,1,0,1,0,0,1,1,1,1,1,1,1
1,0,1.2421318138420157,1,0,2,1,-1.4925939364934466,-0.46710563831132823,0,0,-1.5001585641601718,0.3114462030132236,-0.46710563831132823,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
0,0,-1.0780950719578415,1,0,0,0,-1.4909347599346818,-0.9610060393335998,0,0,-1.5464821314810906,1.897750813940867,-0.9610060393335998,0,0,2,1,0,1,0,0,1,0,0,0,0,0,0,0
0,0,-0.7524491932490895,1,0,0,0,-1.4942531130522119,-0.8844154965133817,0,0,-1.4779894283708752,-0.39749487001863726,-0.8844154965133817,1,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0
1,1,1.4863662228735797,1,0,2,1,-1.2918335728828827,-0.2206161657862207,0,0,-1.2870701544839451,-0.06848354330771778,-0.2206161657862207,3,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0
0,0,-1.0373893371192475,1,1,0,1,-0.37430893588584213,-0.8314975964038526,0,1,-0.23751047204141196,-1.4334888690071863,-0.8314975964038526,0,1,2,1,0,0,0,1,0,1,1,0,0,0,0,0
1,0,-1.2002122764736234,1,2,0,1,0.48846287467195404,-0.8984567303732899,0,1,0.6280784716123292,-1.0359335158981575,-0.8984567303732899,0,2,2,1,0,0,0,0,0,1,0,0,0,1,0,0
1,0,1.0386031396490458,1,1,1,1,-0.12875080518862334,0.5175139466868294,0,2,-0.16405452957538352,0.3094878022589922,0.5175139466868294,3,1,1,0,1,0,0,0,0,1,1,0,0,1,0,0
0,1,-0.8745663977648716,0,1,0,0,-1.3183803978231226,-0.8680486832954262,0,0,-1.1828421280118777,-2.716241363028923,-0.8680486832954262,0,0,2,1,0,1,0,1,0,0,0,0,0,0,0,0
0,0,1.6084834273893616,1,2,2,0,1.6084070518383238,2.5733919174843596,0,6,1.6031895637176714,-0.037149131240012505,2.5733919174843596,3,3,0,0,1,0,0,0,0,1,1,1,1,1,1,1
0,0,1.2014260790034217,1,0,2,1,-1.2984702791179428,-0.3226783844054285,0,0,-1.3142025296290547,0.4113246414790359,-0.3226783844054285,3,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0
0,0,-1.2409180113122174,1,0,0,0,-1.4959122896109767,-0.9862802602814346,0,0,-1.2950113374532455,-4.555179671252451,-0.9862802602814346,0,0,2,1,0,1,0,0,1,0,0,0,0,0,0,0
0,0,-0.06045170099299184,1,2,0,0,1.3080960947018598,0.39765885203576906,0,4,1.272968705244264,0.13910693664083917,0.39765885203576906,2,3,2,0,0,0,0,1,0,1,1,1,0,0,1,1
1,0,-1.2816237461508113,0,1,0,1,-1.3764515773798973,-0.9986321581925727,0,0,-1.372768754027645,-0.039107531994243945,-0.9986321581925727,0,0,2,1,0,1,0,1,0,0,0,0,0,0,0,0
0,0,-1.1595065416350294,1,0,1,0,-1.5008898192872717,-0.9572324577337493,0,0,-1.1742391797951355,-6.523372429255267,-0.9572324577337493,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0
1,0,0.590840056424512,1,2,1,1,1.0044667844478665,0.9932704408307508,0,2,1.0638508870526875,-0.42099567906941676,0.9932704408307508,2,3,1,0,0,0,1,0,0,1,0,0,0,0,1,1
0,0,0.346605647392948,1,1,1,1,0.5183280527297236,0.4232402249742894,0,4,0.48546806078864324,0.19198375700509251,0.4232402249742894,2,2,1,0,0,0,0,1,0,1,0,1,1,0,1,1
0,0,0.590840056424512,0,1,2,0,-0.7642154271956153,-0.18608350626200892,0,3,-0.8284668380068484,0.942051245875818,-0.18608350626200892,2,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0
0,0,-1.2816237461508113,0,1,0,1,-0.9782492032762992,-0.993366695495107,0,1,-0.975709605562626,-0.039107531994243945,-0.993366695495107,0,1,2,1,0,0,0,1,0,0,0,0,0,0,0,1
0,1,-0.9966836022806536,1,0,0,0,-1.4925939364934466,-0.9339327852974642,0,0,-1.4419232223853025,-1.3316520297871381,-0.9339327852974642,0,0,2,1,0,1,0,0,1,0,0,0,0,0,0,0
1,1,0.06166550352279012,1,1,2,0,0.6576988836659831,0.23699642147935046,0,6,0.6145122840397745,0.25073577963204013,0.23699642147935046,2,2,0,0,0,0,0,0,1,0,1,1,1,1,1,1
1,1,0.428017117070136,1,0,2,0,-1.3499047524396575,-0.5359296236527845,0,0,-1.3191657689848675,-0.6795045786279956,-0.5359296236527845,2,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0
0,0,-1.1595065416350294,1,1,0,1,-0.4771778825292717,-0.9055212261590562,0,1,-0.19945897031351437,-2.818078202248969,-0.9055212261590562,0,1,2,1,0,0,0,0,0,0,1,0,0,0,0,0
1,0,0.8350744654560759,1,2,1,0,1.089084788944881,1.2039767064409983,0,3,0.9996596580508429,0.49553587391100107,1.2039767064409983,3,3,1,0,1,0,0,0,0,1,0,1,0,1,0,1
0,0,1.4863662228735797,1,1,2,0,0.8534817176002523,1.7651433934233929,0,6,0.8828580918773831,-0.2466980119428009,1.7651433934233929,3,2,0,0,1,0,0,0,1,1,1,1,1,1,1,1
0,0,-1.2002122764736234,1,2,0,0,0.31756768911915967,-0.9135071779168791,0,0,0.24954875007567803,0.5072862784363897,-0.9135071779168791,0,2,2,1,0,1,0,1,0,1,0,0,0,0,0,0
1,1,1.2828375486806096,1,1,1,0,0.028870967894050924,0.7760701045602956,0,3,-0.045598550283319376,0.6502495334952981,0.7760701045602956,3,2,1,0,1,0,0,0,1,0,1,0,0,1,1,0
0,1,-0.9152721326034655,1,0,0,0,-1.3316538102932427,-0.9106769917169912,0,0,-1.407842312142055,2.06813167955902,-0.9106769917169912,0,0,2,1,0,1,1,0,0,1,0,0,0,0,0,0
0,0,-0.30468611002455576,1,0,0,0,-1.4710246412295018,-0.7713177456574022,0,0,-1.4319967436736771,-0.9967655008135264,-0.7713177456574022,2,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0
0,1,-1.2816237461508113,1,1,0,0,-0.47551870597050655,-0.9867190488395567,0,1,-0.4744224306255398,-0.039107531994243945,-0.9867190488395567,0,1,2,1,0,0,0,0,1,0,1,0,0,0,0,0
0,0,-0.019745966154397852,1,2,0,0,0.7539311240743528,0.20494291730852887,0,2,0.7117917754137041,0.23311017284395716,0.20494291730852887,2,2,2,0,0,0,0,0,0,1,1,0,0,1,0,0
0,0,0.14307697319997809,1,1,0,1,0.473530285643069,0.24379764413024352,0,5,0.47521069945329686,-0.0645667417992549,0.24379764413024352,2,2,2,0,0,0,1,0,0,0,1,0,1,1,1,1
0,0,-0.10115743583158582,1,1,0,1,-0.3195561094465974,-0.3373119828188017,0,2,-0.46052536042926406,1.60399070080612,-0.3373119828188017,2,1,2,0,0,0,0,0,0,0,1,1,0,0,0,0
0,0,-0.30468611002455576,1,1,1,0,0.3109309828840996,-0.19110763525250735,0,5,0.31804145318589355,-0.10569315763811955,-0.19110763525250735,2,2,1,0,0,0,0,0,1,0,1,1,1,1,1,0
1,1,-0.1418631706701798,1,2,0,1,1.2948226822317401,0.2919985672399598,1,3,1.2339245556452039,0.2899037947166734,0.2919985672399598,2,3,2,0,0,0,0,1,0,1,0,0,1,0,1,1
0,0,-1.2816237461508113,1,2,0,0,0.3673429858821094,-0.9755738194632545,0,0,0.3660194336254168,-0.039107531994243945,-0.9755738194632545,0,2,2,1,0,1,0,1,0,1,0,0,0,0,0,0
1,0,0.9978974048104517,1,2,1,1,1.4756729271371243,1.7346914674897167,0,5,1.481093875564678,-0.09198435235849944,1.7346914674897167,3,3,1,0,1,0,0,0,0,1,0,1,1,1,1,1
0,0,-0.30468611002455576,1,0,1,0,-1.4942531130522119,-0.7847885543917517,0,0,-1.4726953063913415,-0.5463333273402444,-0.7847885543917517,2,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
1,0,-0.019745966154397852,1,2,0,0,1.3744631570524595,0.535943066127959,1,4,1.491682119523745,-0.6932133839076179,0.535943066127959,2,3,2,0,0,0,0,0,0,1,0,1,1,0,1,1
1,1,1.5677776925507676,1,1,2,0,0.7273842991341125,1.7395620204848725,0,6,0.7703579998122942,-0.3426596489001503,1.7395620204848725,3,2,0,0,1,0,0,0,0,1,1,1,1,1,1,1
0,0,-1.1595065416350294,0,1,0,0,-0.9931817923051841,-0.9493562031154571,0,2,-1.0256728817444745,0.5719135033260317,-0.9493562031154571,0,0,2,1,0,0,0,0,1,0,1,0,1,0,0,0
1,0,0.9164859351332638,1,1,1,1,0.8368899520126024,1.1485796509780792,0,6,0.8094021494113547,0.12539813136121472,1.1485796509780792,3,2,1,0,1,0,0,1,0,1,1,1,1,1,1,1
1,1,-0.6303319887333076,1,2,0,0,0.8933019550106117,-0.31807110454514614,0,3,0.915615471625747,-0.19969639384123972,-0.31807110454514614,1,2,2,0,0,0,0,1,0,0,1,0,0,1,1,0
1,1,1.2421318138420157,1,0,2,0,-1.3366313399695375,-0.3180491651172401,0,0,-1.3218128299746343,-0.30545003456974856,-0.3180491651172401,3,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0
0,0,-1.0373893371192475,0,1,0,1,-0.6812565992573657,-0.8922917511316739,1,3,-0.8923271843849722,3.2764649449199554,-0.8922917511316739,0,1,2,1,0,0,0,1,0,0,0,1,0,1,0,1
1,0,1.6084834273893616,1,2,1,1,1.7544145890096428,2.8018691196985532,0,6,1.8424177006678453,-0.49737330848445177,2.8018691196985532,3,3,1,0,1,0,0,0,0,1,1,1,1,1,1,1
0,0,0.5094285867473239,0,1,1,0,-1.0197286172454239,-0.30835193798274096,1,1,-0.9747169576914637,-0.7460902042718734,-0.30835193798274096,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
0,1,-1.2816237461508113,1,2,0,1,0.8103431270723621,-0.9697159922123241,0,2,0.8077477362927501,-0.039107531994243945,-0.9697159922123241,0,2,2,1,0,0,0,1,0,0,0,0,0,0,1,1
1,1,1.6084834273893616,1,2,2,1,1.510515634871189,2.527209421742005,0,5,1.5548807006544276,-0.2976164315528228,2.527209421742005,3,3,0,0,1,0,0,0,0,1,1,0,1,1,1,1
0,0,-0.8338606629262776,1,2,0,1,0.5481932307874936,-0.6087465848731524,0,1,0.3660194336254168,1.3650658087898577,-0.6087465848731524,0,2,2,1,0,0,0,1,0,0,0,0,0,0,1,0
1,0,-0.10115743583158582,1,2,0,1,1.2135230308522553,0.2713096867245013,1,3,1.069475891655942,0.8147551968507611,0.2713096867245013,2,3,2,0,0,0,0,1,0,1,0,0,0,1,1,1
1,0,1.6084834273893616,1,2,0,1,1.5918152862506738,2.5283722114210287,1,6,1.5562042311493107,0.12343973060698328,2.5283722114210287,3,3,2,0,1,0,1,0,0,1,1,1,1,1,1,1
1,0,-0.30468611002455576,1,2,0,1,0.14501332700760036,-0.21335421514929945,1,0,0.25087228057056116,-0.9086374668731007,-0.21335421514929945,2,2,2,0,0,1,0,1,0,0,0,0,0,0,0,0
1,1,-0.22327464034736777,1,2,0,1,0.6726314726948681,-0.06482428822495784,0,2,0.48811512177841,1.3141473891798314,-0.06482428822495784,2,2,2,0,0,0,1,0,0,1,0,1,0,1,0,0
1,1,1.0386031396490458,1,1,2,0,0.22133544871078992,0.8472635481156114,0,4,0.2647693507668369,-0.39945327077286874,0.8472635481156114,3,2,0,0,1,0,1,0,0,1,1,1,1,1,0,0
0,0,-1.2409180113122174,1,1,0,1,-0.6613464805521857,-0.966600593449657,0,0,-0.5531724950711019,-1.3473192358209918,-0.966600593449657,0,1,2,1,0,1,0,0,1,0,0,0,0,0,0,0
1,0,1.1200146093262338,1,1,1,1,-0.17023021915774814,0.553670123876093,0,2,-0.18490013486979687,0.10973092532736317,0.553670123876093,3,1,1,0,1,0,0,0,1,0,1,0,0,0,1,0
1,1,-0.5082147842175256,1,0,1,0,-1.5008898192872717,-0.8353369962874212,0,0,-1.4942026769331966,-0.11744356216351039,-0.8353369962874212,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,1.2421318138420157,1,1,1,0,0.5996277041092083,1.2916685997817066,1,5,0.6049166879518697,-0.090025951604268,1.2916685997817066,3,2,1,0,1,0,0,0,0,1,1,1,1,1,1,0
1,1,-0.7524491932490895,1,0,1,0,-1.4992306427285067,-0.8731825094254552,0,0,-1.4174379082299595,-2.120887533742497,-0.8731825094254552,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
0,0,-0.1418631706701798,1,0,1,0,-1.4793205240233267,-0.7380356335238385,0,0,-1.4442394007513484,-0.9047206653646377,-0.7380356335238385,2,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
1,0,-1.2816237461508113,1,2,0,1,0.13339909109624562,-0.9786672787980156,0,0,0.13274718390221826,-0.039107531994243945,-0.9786672787980156,0,2,2,1,0,1,0,1,0,0,0,0,0,0,0,0
0,0,-0.1418631706701798,1,2,0,0,0.8202981864249524,0.14230585063659454,0,3,0.8448065901494853,-0.21732200062932489,0.14230585063659454,2,2,2,0,0,0,0,0,1,0,0,1,0,1,1,0
0,0,-1.1595065416350294,1,1,0,0,-0.4373576451189118,-0.9206813708421758,0,0,-0.48501067458460695,0.5327454882413984,-0.9206813708421758,0,1,2,1,0,1,1,0,0,1,0,0,0,0,0,0
0,0,1.5270719577121736,1,2,1,0,1.679751643865218,2.557376135112902,0,6,1.6931896373697422,-0.13311076819736412,2.557376135112902,3,3,1,0,1,0,1,0,0,1,1,1,1,1,1,1
1,1,-1.0780950719578415,1,1,0,0,-0.29964599074141746,-0.8486103501706157,0,2,-0.13394421081678612,-1.6449961504642039,-0.8486103501706157,0,1,2,1,0,0,1,0,0,0,1,1,0,0,0,0
0,0,-1.1595065416350294,1,2,0,1,0.9895341954189815,-0.823577462929748,1,3,1.3454319998391298,-2.0503851065901584,-0.823577462929748,0,2,2,1,0,0,0,1,0,0,0,0,1,0,1,1
1,1,0.5501343215859179,1,0,2,0,-1.4992306427285067,-0.6330993498489307,0,0,-1.5325850612848149,1.1496417258243727,-0.6330993498489307,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
0,0,-0.9559778674420595,1,1,0,1,-0.6812565992573657,-0.8561575133703163,0,0,-0.8688345181007919,2.857367183514379,-0.8561575133703163,0,1,2,1,0,1,0,0,1,0,0,0,0,0,0,0
0,0,-1.2816237461508113,1,2,0,1,0.21303956591696496,-0.9776141862585225,0,0,0.21215901359522177,-0.039107531994243945,-0.9776141862585225,0,2,2,1,0,1,0,0,1,0,0,0,0,0,0,0
0,0,-0.06045170099299184,1,2,0,1,1.2102046777347255,0.37047590086010307,0,4,1.206792180500094,-0.04106593274847539,0.37047590086010307,2,3,2,0,0,0,0,1,0,0,0,1,1,0,1,1
0,0,-1.2816237461508113,1,2,0,1,0.3457736906181643,-0.975859032026034,1,0,0.34451206308356136,-0.039107531994243945,-0.975859032026034,0,2,2,1,0,1,0,1,0,1,0,0,0,0,0,0
1,1,0.5094285867473239,1,1,2,0,0.29599839385521454,0.4702344795491697,0,4,0.3299532276398441,-0.3172004390951394,0.4702344795491697,2,2,0,0,0,0,1,0,0,1,1,1,0,1,1,0
0,0,-0.8745663977648716,1,1,0,0,-0.029200211662723803,-0.6868728876467979,0,3,0.058960358812468805,-0.8224678336869083,-0.6868728876467979,0,1,2,1,0,0,0,0,0,0,1,0,1,0,0,1
0,0,1.2421318138420157,1,2,0,1,1.490605516166009,2.0638925832208463,0,5,1.5294027386279219,-0.2701988209935804,2.0638925832208463,3,3,2,0,1,0,1,0,0,1,0,1,1,1,1,1
0,0,-1.2002122764736234,1,0,0,0,-1.3382905165283026,-0.9710323578866905,0,0,-1.1964083155844325,-2.8827054271386134,-0.9710323578866905,0,0,2,1,0,1,0,0,1,1,0,0,0,0,0,0
1,1,-0.6710377235719016,1,1,2,0,-0.02256350542766374,-0.5596022663634735,0,3,-0.031039714839602096,0.03727009742079106,-0.5596022663634735,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0
1,1,-0.5489205190561197,1,0,0,0,-1.4842980536996218,-0.8412167629662578,0,0,-1.4829526677266875,0.0392284981750225,-0.8412167629662578,1,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0
1,0,1.5677776925507676,1,1,2,1,0.4702119325255387,1.4328707577854087,0,5,0.4447694980709787,0.14106533739507063,1.4328707577854087,3,2,0,0,1,0,1,0,0,0,0,1,1,1,1,1
0,0,-0.6303319887333076,1,2,1,0,0.7240659460165827,-0.3901201857888002,0,2,0.5963137397351275,0.8558816126896258,-0.3901201857888002,1,2,1,0,0,0,0,1,0,1,0,0,1,1,0,0
1,1,0.7129572609402939,1,1,1,1,-0.6679831867872458,-0.030050294993778898,0,0,-0.6722902396106076,0.0392284981750225,-0.030050294993778898,3,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
0,0,-1.2409180113122174,1,2,0,1,0.21138038935820005,-0.9397028548367703,0,0,0.46131362925702113,-1.921130656810868,-0.9397028548367703,0,2,2,1,0,1,1,0,0,0,0,0,0,0,0,0
0,0,0.06166550352279012,1,0,0,0,-1.5008898192872717,-0.7124762000132243,0,0,-1.4912247333197088,-0.20752999685816767,-0.7124762000132243,2,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0
1,0,0.387311382231542,1,1,1,0,-0.29300928450635744,0.038400720073273664,0,1,-0.26828255604745094,-0.289782828535897,0.038400720073273664,2,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0
1,1,1.4863662228735797,1,2,1,0,0.6477438243133932,1.5573770111525636,0,2,0.6558726120048807,-0.11156835990081607,1.5573770111525636,3,2,1,0,1,0,0,0,0,1,1,0,1,0,0,0
0,0,-0.9559778674420595,1,1,0,1,-0.6878933054924254,-0.8319363849619748,0,0,-0.6656725871361906,-0.30936683607821364,-0.8319363849619748,0,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0
0,0,-1.1595065416350294,0,1,0,0,-1.1425076825940335,-0.9569691845988761,0,1,-1.1692759404393227,0.5562462972921801,-0.9569691845988761,0,0,2,1,0,0,0,1,0,0,0,0,0,1,0,0
1,0,0.8757802002946699,1,2,1,1,1.6498864658074486,1.6455296324792996,0,6,1.558189526891636,0.41915824449596606,1.6455296324792996,3,3,1,0,1,0,0,0,1,1,1,1,1,1,1,1
0,0,0.020959768684196134,1,1,1,0,-0.18350363162786804,-0.15205545357963762,0,2,-0.19052513947305136,0.03335329591232817,-0.15205545357963762,2,1,1,0,0,0,0,1,0,1,1,0,0,1,0,0
0,1,-0.8338606629262776,1,2,0,1,0.634470411843273,-0.58481066902759,0,1,0.516571027418403,0.8127967960965298,-0.58481066902759,0,2,2,1,0,0,0,1,0,1,0,0,0,0,1,0
1,1,1.5677776925507676,1,1,1,0,0.680927355488693,1.7558191365632976,0,5,0.7875638962457783,-0.76567421181419,1.7558191365632976,3,2,1,0,1,0,0,1,0,1,1,0,1,1,1,1
0,0,-1.2002122764736234,0,1,0,1,-1.1673953309755083,-0.9664250780264081,0,1,-1.0805993972821353,-1.5744937233118654,-0.9664250780264081,0,0,2,1,0,0,0,1,0,0,0,0,0,1,0,0
0,0,-1.0373893371192475,1,2,0,1,0.33913698438310474,-0.7785577568664174,0,1,0.3329311712533319,6.0483090389275515e-05,-0.7785577568664174,0,2,2,1,0,0,0,1,0,0,0,0,1,0,0,0
