Partner,Dependents,tenure,PhoneService,InternetService,Contract,PaperlessBilling,MonthlyCharges,TotalCharges,Churn,SeniorCitizenLabel,ServiceCount,AvgMonthlySpend,ChargeToTenureRatio,CLV,TenureGroup_num,ChargesBand_num,ContractRisk,IsNewCustomer,IsLongTermCustomer,HasNoAddOns,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,MultipleLines_Yes,OnlineSecurity_Yes,OnlineBackup_Yes,DeviceProtection_Yes,TechSupport_Yes,StreamingTV_Yes,StreamingMovies_Yes
0,0,2,1,2,0,1,95.15,196.9,1,0,2,98.45,0.9665,196.9,0,3,2,1,0,0,0,1,0,1,0,0,0,0,1,1
1,1,13,1,2,0,1,96.65,1162.85,1,0,3,89.45,1.0805,1162.85,1,3,2,0,0,0,0,0,1,0,0,0,1,0,1,1
0,0,41,0,1,0,1,40.35,1677.85,0,0,2,40.92,0.9861,1677.85,2,1,2,0,0,0,0,1,0,0,0,1,0,0,0,1
0,0,1,1,0,0,0,18.85,18.85,0,0,0,18.85,1.0,18.85,0,0,2,1,0,1,0,1,0,0,0,0,0,0,0,0
0,0,7,1,1,0,0,54.85,370.4,0,0,1,52.91,1.0367,370.4,0,1,2,1,0,0,0,0,1,0,0,0,0,0,1,0
1,0,52,1,1,1,1,64.3,3410.6,0,0,3,65.59,0.9803,3410.6,3,1,1,0,1,0,0,0,1,0,1,0,1,0,1,0
1,1,45,1,0,2,1,24.65,1138.8,0,0,0,25.31,0.9739,1138.8,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1,0,70,1,1,2,0,76.1,5264.25,0,0,4,75.2,1.012,5264.25,3,2,0,0,1,0,1,0,0,1,0,1,1,1,1,0
0,0,53,1,0,2,0,18.7,1005.7,0,0,0,18.98,0.9852,1005.7,3,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0
1,0,62,1,2,1,1,97.95,5936.55,0,1,3,95.75,1.023,5936.55,3,3,1,0,1,0,1,0,0,1,0,1,1,0,1,0
1,0,60,1,2,0,1,94.1,5475.9,0,0,3,91.26,1.0311,5475.9,3,2,2,0,1,0,1,0,0,1,1,1,0,0,0,1
1,0,3,1,2,0,1,80.4,224.05,1,1,1,74.68,1.0766,224.05,0,2,2,1,0,0,0,1,0,0,0,0,0,0,1,0
1,0,23,1,2,0,1,95.1,2326.05,0,1,3,101.13,0.9404,2326.05,1,3,2,0,0,0,0,1,0,0,1,0,0,0,1,1
0,1,1,0,1,0,1,31.35,31.35,1,0,1,31.35,1.0,31.35,0,0,2,1,0,0,0,0,1,0,0,1,0,0,0,0
0,0,67,1,1,1,1,72.35,4991.5,0,0,4,74.5,0.9711,4991.5,3,2,1,0,1,0,0,0,0,0,1,0,1,1,0,1
0,0,12,1,2,0,1,89.75,1052.4,1,0,2,87.7,1.0234,1052.4,0,2,2,1,0,0,0,0,0,1,0,1,0,0,1,0
1,0,71,1,1,2,1,82.7,5831.2,0,1,5,82.13,1.0069,5831.2,3,2,0,0,1,0,0,0,0,1,1,1,1,1,0,1
0,0,25,1,0,1,0,19.9,510.8,0,0,0,20.43,0.9741,510.8,2,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
0,0,5,1,1,0,1,53.8,283.95,0,0,1,56.79,0.9473,283.95,0,1,2,1,0,0,0,1,0,1,1,0,0,0,0,0
0,0,26,1,1,1,1,51.55,1295.4,0,0,0,49.82,1.0347,1295.4,2,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0
1,1,1,1,0,1,0,19.65,19.65,0,0,0,19.65,1.0,19.65,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0
0,0,70,0,1,1,1,44.05,3011.65,0,1,3,43.02,1.0239,3011.65,3,1,1,0,1,0,1,0,0,0,0,1,1,0,1,0
1,1,72,1,2,2,1,114.0,8093.15,0,0,6,112.4,1.0142,8093.15,3,3,0,0,1,0,0,1,0,1,1,1,1,1,1,1
1,0,60,1,2,1,1,94.4,5610.25,1,0,3,93.5,1.0096,5610.25,3,2,1,0,1,0,0,1,0,0,0,1,0,0,1,1
1,1,32,1,2,0,1,100.4,3217.65,0,1,3,100.55,0.9985,3217.65,2,3,2,0,0,0,0,1,0,1,0,1,0,0,1,1
0,0,1,1,0,0,1,19.85,19.85,1,0,0,19.85,1.0,19.85,0,0,2,1,0,1,0,1,0,0,0,0,0,0,0,0
0,0,14,1,1,1,1,54.25,773.2,0,0,1,55.23,0.9823,773.2,1,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0
0,0,13,1,2,0,1,80.0,1029.35,0,0,1,79.18,1.0104,1029.35,1,2,2,0,0,0,1,0,0,1,1,0,0,0,0,0
0,0,6,1,2,0,1,109.9,669.45,1,0,5,111.58,0.9849,669.45,0,3,2,1,0,0,1,0,0,1,0,1,1,1,1,1
0,0,46,1,1,2,0,79.2,3593.8,0,0,4,78.13,1.0137,3593.8,2,2,0,0,0,0,0,0,1,1,1,0,1,0,1,1
0,0,15,1,2,0,1,101.35,1553.95,1,0,4,103.6,0.9783,1553.95,1,3,2,0,0,0,0,1,0,0,0,0,1,1,1,1
1,0,43,1,2,0,1,94.3,3953.15,0,1,3,91.93,1.0258,3953.15,2,2,2,0,0,0,0,1,0,1,0,1,0,1,1,0
0,0,39,1,1,2,1,49.8,1971.15,0,0,1,50.54,0.9854,1971.15,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,0,21,1,1,0,1,60.05,1236.15,1,1,2,58.86,1.0202,1236.15,1,1,2,0,0,0,0,0,0,0,0,0,1,0,1,0
0,0,57,0,1,0,1,53.75,3196.0,0,0,4,56.07,0.9586,3196.0,3,1,2,0,1,0,0,1,0,0,1,0,1,0,1,1
1,0,53,1,2,1,1,93.45,4872.2,0,0,3,91.93,1.0165,4872.2,3,2,1,0,1,0,0,1,0,0,0,0,0,1,1,1
1,1,18,1,2,0,1,87.9,1500.5,0,0,3,83.36,1.0545,1500.5,1,2,2,0,0,0,0,0,1,0,1,0,1,0,1,0
0,0,1,1,1,0,1,60.15,60.15,1,0,1,60.15,1.0,60.15,0,1,2,1,0,0,0,1,0,1,0,0,0,0,0,1
1,0,58,1,1,1,1,61.05,3478.75,0,0,2,59.98,1.0178,3478.75,3,1,1,0,1,0,0,0,0,1,1,0,0,1,0,0
0,0,71,1,2,2,0,104.05,7413.55,0,1,3,104.42,0.9965,7413.55,3,3,0,0,1,0,0,0,0,1,0,0,1,0,1,1
0,0,35,1,2,1,1,99.25,3532.0,0,0,4,100.91,0.9835,3532.0,2,3,1,0,0,0,0,1,0,0,0,0,1,1,1,1
0,0,3,1,2,0,0,85.7,256.75,0,0,2,85.58,1.0014,256.75,0,2,2,1,0,0,1,0,0,0,0,0,1,0,0,1
0,0,38,1,2,1,1,104.85,3887.25,0,0,4,102.3,1.0249,3887.25,2,3,1,0,0,0,0,1,0,1,1,1,0,0,1,1
1,1,35,1,1,2,1,69.15,2490.15,0,0,4,71.15,0.9719,2490.15,2,2,0,0,0,0,1,0,0,1,1,1,1,1,0,0
0,0,7,1,2,0,1,90.45,593.45,1,0,2,84.78,1.0669,593.45,0,2,2,1,0,0,0,1,0,1,0,0,1,0,1,0
0,0,47,1,1,2,0,74.45,3510.3,0,0,4,74.69,0.9968,3510.3,2,2,0,0,0,0,0,0,1,0,0,0,1,1,1,1
0,0,14,1,1,0,0,50.45,765.45,0,0,1,54.68,0.9226,765.45,1,1,2,0,0,0,0,1,0,0,0,1,0,0,0,0
1,0,20,1,1,0,1,60.0,1259.35,0,1,2,62.97,0.9528,1259.35,1,1,2,0,0,0,0,1,0,0,0,1,0,0,0,1
1,0,66,1,1,2,0,85.25,5538.35,0,0,5,83.91,1.016,5538.35,3,2,0,0,1,0,0,1,0,1,1,1,0,1,1,1
1,0,15,1,0,0,1,19.45,340.85,0,0,0,22.72,0.8561,340.85,1,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0
0,0,42,1,0,2,1,20.75,844.45,0,0,0,20.11,1.0318,844.45,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,0,17,1,2,0,0,78.9,1348.95,0,0,1,79.35,0.9943,1348.95,1,2,2,0,0,0,0,1,0,1,1,0,0,0,0,0
0,0,37,1,2,1,1,104.5,3778.0,0,0,4,102.11,1.0234,3778.0,2,3,1,0,0,0,1,0,0,1,0,1,0,1,1,1
0,0,12,1,1,0,1,49.4,611.65,0,0,1,50.97,0.9692,611.65,0,1,2,1,0,0,0,1,0,0,0,1,0,0,0,0
1,0,53,1,2,1,1,94.25,4867.95,1,0,3,91.85,1.0261,4867.95,3,2,1,0,1,0,0,0,0,0,0,1,0,0,1,1
0,0,60,1,0,2,0,25.0,1505.05,0,0,0,25.08,0.9968,1505.05,3,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0
1,1,18,0,1,0,0,25.55,467.85,0,0,0,25.99,0.9831,467.85,1,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0
0,0,1,1,2,0,1,74.9,74.9,1,0,0,74.9,1.0,74.9,0,2,2,1,0,1,0,1,0,1,0,0,0,0,0,0
0,0,3,1,2,0,1,70.15,194.2,0,0,0,64.73,1.0837,194.2,0,2,2,1,0,1,0,1,0,0,0,0,0,0,0,0
0,1,9,1,1,0,1,69.4,571.45,0,0,3,63.49,1.0931,571.45,0,2,2,1,0,0,1,0,0,0,0,0,0,1,1,1
0,0,1,1,2,0,1,80.25,80.25,1,0,1,80.25,1.0,80.25,0,2,2,1,0,0,0,1,0,0,0,0,0,0,1,0
1,0,56,1,2,1,1,93.15,5253.95,0,0,3,93.82,0.9929,5253.95,3,2,1,0,1,0,0,1,0,1,1,1,1,0,0,0
1,1,17,1,2,0,1,69.0,1149.65,1,0,0,67.63,1.0203,1149.65,1,2,2,0,0,1,0,1,0,0,0,0,0,0,0,0
1,1,11,1,1,0,1,66.35,740.8,1,0,2,67.35,0.9852,740.8,0,2,2,1,0,0,0,1,0,1,0,0,0,1,0,1
0,0,7,1,2,0,1,69.55,521.35,0,0,0,74.48,0.9338,521.35,0,2,2,1,0,1,0,1,0,0,0,0,0,0,0,0
1,1,69,1,0,2,0,20.2,1412.65,0,0,0,20.47,0.9868,1412.65,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
0,0,19,1,2,0,1,86.0,1532.45,1,0,1,80.66,1.0662,1532.45,1,2,2,0,0,0,0,0,0,1,0,0,0,0,0,1
1,1,3,1,2,0,1,80.3,250.05,1,0,1,83.35,0.9634,250.05,0,2,2,1,0,0,0,1,0,0,0,0,0,0,0,1
1,1,54,1,0,2,0,20.4,1090.6,0,0,0,20.2,1.0099,1090.6,3,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
1,0,62,1,0,1,1,23.75,1446.8,0,0,0,23.34,1.0176,1446.8,3,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0
0,0,24,1,2,0,1,90.55,2282.55,1,0,2,95.11,0.9521,2282.55,1,2,2,0,0,0,1,0,0,1,0,1,0,0,1,0
1,1,62,1,1,0,1,70.45,4300.45,0,0,2,69.36,1.0157,4300.45,3,2,2,0,1,0,1,0,0,1,0,0,0,0,1,1
0,0,17,1,1,0,0,65.75,1111.2,0,0,2,65.36,1.006,1111.2,1,2,2,0,0,0,0,0,0,1,1,0,0,0,0,1
0,0,9,0,1,0,1,24.6,190.1,0,0,0,21.12,1.1648,190.1,0,0,2,1,0,1,0,0,1,0,0,0,0,0,0,0
1,1,64,1,1,2,0,69.25,4447.75,0,0,4,69.5,0.9964,4447.75,3,2,0,0,1,0,0,0,1,0,1,0,1,1,1,0
0,0,2,1,2,0,1,75.9,143.35,1,0,0,71.68,1.0589,143.35,0,2,2,1,0,1,0,1,0,1,0,0,0,0,0,0
1,1,1,1,1,0,1,45.85,45.85,1,0,0,45.85,1.0,45.85,0,1,2,1,0,1,0,0,1,0,0,0,0,0,0,0
1,0,16,0,1,0,1,49.95,810.2,1,0,3,50.64,0.9864,810.2,1,1,2,0,0,0,0,1,0,0,0,0,0,1,1,1
1,0,72,1,0,2,0,24.65,1830.05,0,0,0,25.42,0.9697,1830.05,3,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0
0,0,30,1,2,1,0,90.4,2820.65,0,0,3,94.02,0.9615,2820.65,2,2,1,0,0,0,0,0,0,1,1,1,1,0,0,0
1,0,49,1,2,0,1,100.85,4847.35,0,0,3,98.93,1.0194,4847.35,3,3,2,0,1,0,0,0,1,1,1,0,0,0,1,1
1,0,61,1,1,2,0,75.35,4729.3,0,0,4,77.53,0.9719,4729.3,3,2,0,0,1,0,1,0,0,1,1,0,1,1,0,1
1,1,47,1,2,0,0,87.2,4017.45,0,0,2,85.48,1.0201,4017.45,2,2,2,0,0,0,0,1,0,1,0,1,0,0,1,0
0,0,20,1,1,0,0,64.4,1398.6,0,0,3,69.93,0.9209,1398.6,1,1,2,0,0,0,1,0,0,0,1,0,1,0,0,1
1,1,34,1,2,0,0,78.3,2564.3,1,0,1,75.42,1.0382,2564.3,2,2,2,0,0,0,0,1,0,0,0,0,0,0,1,0
1,1,70,1,0,2,0,24.7,1685.9,0,0,0,24.08,1.0257,1685.9,3,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0
0,1,54,1,2,1,1,105.85,5826.65,0,0,5,107.9,0.981,5826.65,3,3,1,0,1,0,0,1,0,0,1,1,0,1,1,1
1,0,61,1,2,1,1,98.3,6066.55,0,1,4,99.45,0.9884,6066.55,3,3,1,0,1,0,0,0,1,1,0,1,1,1,1,0
0,0,3,1,2,0,1,76.95,228.4,1,0,0,76.13,1.0108,228.4,0,2,2,1,0,1,0,1,0,1,0,0,0,0,0,0
0,0,13,1,0,1,0,19.45,270.2,0,0,0,20.78,0.936,270.2,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
0,0,16,1,2,0,1,96.15,1529.2,1,1,2,95.58,1.006,1529.2,1,3,2,0,0,0,0,1,0,1,0,0,0,0,1,1
1,1,3,1,1,0,1,58.7,168.6,0,0,2,56.2,1.0445,168.6,0,1,2,1,0,0,1,0,0,0,0,1,0,0,1,0
0,0,25,1,0,0,1,20.15,536.35,0,0,0,21.45,0.9394,536.35,2,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0
0,0,30,1,1,0,1,64.5,1888.45,0,0,2,62.95,1.0246,1888.45,2,1,2,0,0,0,0,0,1,1,1,0,0,0,0,1
1,0,21,0,1,0,0,28.5,629.35,0,0,1,29.97,0.951,629.35,1,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0
0,0,1,1,1,0,0,45.3,45.3,1,0,0,45.3,1.0,45.3,0,1,2,1,0,1,0,1,0,0,0,0,0,0,0,0
0,0,15,1,0,0,0,19.4,289.3,1,0,0,19.29,1.0057,289.3,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0
1,0,23,1,2,0,1,90.45,2117.25,0,1,2,92.05,0.9826,2117.25,1,2,2,0,0,0,0,1,0,0,0,0,0,0,1,1
1,1,45,1,2,0,1,105.15,4730.9,0,0,4,105.13,1.0002,4730.9,2,3,2,0,0,0,0,1,0,1,1,1,0,0,1,1
1,1,24,1,2,1,0,83.15,2033.05,0,0,2,84.71,0.9816,2033.05,1,2,1,0,0,0,0,0,0,1,0,1,1,0,0,0
0,0,11,1,2,0,0,90.15,987.95,1,0,2,89.81,1.0038,987.95,0,2,2,1,0,0,0,1,0,1,0,0,0,1,1,0
0,0,1,1,1,0,0,45.05,45.05,1,0,0,45.05,1.0,45.05,0,1,2,1,0,1,0,0,1,0,0,0,0,0,0,0
1,0,56,1,2,2,0,103.2,5744.35,0,0,4,102.58,1.006,5744.35,3,3,0,0,1,0,0,0,0,1,0,0,1,1,1,1
0,0,1,1,2,0,0,75.8,75.8,1,0,1,75.8,1.0,75.8,0,2,2,1,0,0,0,1,0,0,0,1,0,0,0,0
0,0,1,1,0,0,0,19.45,19.45,0,0,0,19.45,1.0,19.45,0,0,2,1,0,1,0,1,0,0,0,0,0,0,0,0
0,0,7,1,2,0,1,79.3,523.15,1,0,1,74.74,1.061,523.15,0,2,2,1,0,0,0,1,0,0,0,0,0,0,0,1
1,0,55,1,2,2,0,88.8,4805.3,0,1,3,87.37,1.0164,4805.3,3,2,0,0,1,0,1,0,0,0,0,0,1,1,1,0
0,0,2,0,1,0,1,30.9,59.05,1,0,1,29.52,1.0467,59.05,0,0,2,1,0,0,0,1,0,0,0,0,0,1,0,0
1,1,72,1,1,2,1,85.9,6110.75,0,0,5,84.87,1.0121,6110.75,3,2,0,0,1,0,1,0,0,1,1,0,1,1,1,1
0,0,45,0,1,1,0,34.2,1596.6,0,1,1,35.48,0.9639,1596.6,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
0,0,47,1,0,2,0,20.15,1046.2,0,0,0,22.26,0.9052,1046.2,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
0,0,46,1,2,1,0,95.25,4424.2,1,1,3,96.18,0.9903,4424.2,2,3,1,0,0,0,1,0,0,0,0,1,0,0,1,1
0,0,2,1,1,0,1,50.3,92.75,0,0,1,46.38,1.0845,92.75,0,1,2,1,0,0,0,0,1,0,0,1,0,0,0,0
1,0,2,1,2,0,1,80.15,194.55,0,0,2,97.28,0.8239,194.55,0,2,2,1,0,0,0,1,0,0,1,0,0,1,0,0
1,0,12,1,1,0,1,51.25,612.1,0,0,1,51.01,1.0047,612.1,0,1,2,1,0,0,0,1,0,0,0,1,0,0,0,0
1,0,68,1,2,0,1,89.6,6127.6,1,1,2,90.11,0.9943,6127.6,3,2,2,0,1,0,0,0,0,1,0,1,0,0,0,1
1,1,69,1,2,2,1,95.2,6671.7,0,0,3,96.69,0.9846,6671.7,3,3,0,0,1,0,1,0,0,0,0,0,0,1,1,1
0,1,56,1,2,1,0,94.8,5264.3,0,1,3,94.01,1.0084,5264.3,3,2,1,0,1,0,1,0,0,0,1,0,0,0,1,1
0,0,4,1,2,0,1,80.25,303.7,0,1,1,75.92,1.057,303.7,0,2,2,1,0,0,0,1,0,1,1,0,0,0,0,0
1,0,64,1,1,2,1,76.1,4818.8,0,0,4,75.29,1.0108,4818.8,3,2,0,0,1,0,0,0,0,1,0,1,1,1,1,0
1,0,59,1,2,1,1,110.15,6448.05,1,0,5,109.29,1.0079,6448.05,3,3,1,0,1,0,0,1,0,1,1,1,1,0,1,1
1,1,62,1,2,2,0,115.55,7159.05,0,0,6,115.47,1.0007,7159.05,3,3,0,0,1,0,0,0,0,1,1,1,1,1,1,1
1,1,63,1,0,2,0,24.65,1574.5,0,0,0,24.99,0.9864,1574.5,3,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0
0,0,53,0,1,1,1,53.6,2879.2,0,0,5,54.32,0.9867,2879.2,3,1,1,0,1,0,0,1,0,0,1,1,1,1,1,0
1,1,5,1,0,0,0,19.45,86.05,0,0,0,17.21,1.1302,86.05,0,0,2,1,0,1,0,0,1,0,0,0,0,0,0,0
1,0,49,1,2,0,1,88.2,4159.45,0,1,3,84.89,1.039,4159.45,3,2,2,0,1,0,0,1,0,1,1,1,1,0,0,0
1,1,62,1,2,2,1,101.15,6638.35,0,0,3,107.07,0.9447,6638.35,3,3,0,0,1,0,0,0,0,1,1,0,0,0,1,1
1,0,55,1,1,2,0,56.8,3112.05,0,0,3,56.58,1.0039,3112.05,3,1,0,0,1,0,0,0,1,0,1,1,0,1,0,0
1,0,71,1,2,2,1,99.4,7168.25,0,1,5,100.96,0.9845,7168.25,3,3,0,0,1,0,0,1,0,0,1,1,1,1,1,0
1,1,72,1,0,2,1,20.1,1326.25,0,0,0,18.42,1.0912,1326.25,3,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
1,1,36,0,1,1,0,60.7,2234.55,0,0,5,62.07,0.9779,2234.55,2,1,1,0,0,0,1,0,0,0,1,0,1,1,1,1
1,0,25,1,0,1,1,20.95,495.15,0,0,0,19.81,1.0575,495.15,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
1,0,72,1,2,2,1,114.85,8317.95,0,1,6,115.53,0.9941,8317.95,3,3,0,0,1,0,0,0,0,1,1,1,1,1,1,1
0,0,36,1,0,1,1,19.25,679.8,0,0,0,18.88,1.0196,679.8,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,1,1,1,0,1,62.8,62.8,0,0,2,62.8,1.0,62.8,0,1,2,1,0,0,0,0,1,0,0,0,0,0,1,1
1,0,72,1,2,2,1,105.5,7544.0,0,0,4,104.78,1.0069,7544.0,3,3,0,0,1,0,0,1,0,1,1,0,1,0,1,1
1,1,59,1,0,2,0,19.85,1188.25,0,0,0,20.14,0.9856,1188.25,3,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0
1,0,7,1,2,0,1,89.5,676.7,1,1,2,96.67,0.9258,676.7,0,2,2,1,0,0,0,1,0,0,0,0,0,0,1,1
0,0,1,1,1,1,0,74.1,74.1,0,0,4,74.1,1.0,74.1,0,2,1,1,0,0,1,0,0,0,0,0,1,1,1,1
1,1,30,1,2,0,1,107.5,3242.5,0,0,5,108.08,0.9946,3242.5,2,3,2,0,0,0,0,1,0,1,0,1,1,1,1,1
0,0,64,1,0,2,0,19.55,1240.15,0,0,0,19.38,1.0088,1240.15,3,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0
0,0,63,1,1,1,0,68.8,4111.35,0,0,4,65.26,1.0542,4111.35,3,2,1,0,1,0,0,0,0,1,1,1,1,1,0,0
1,0,72,1,1,2,0,84.45,5899.85,0,1,5,81.94,1.0306,5899.85,3,2,0,0,1,0,1,0,0,1,1,1,1,0,1,1
1,0,8,1,2,0,0,75.0,632.95,1,0,1,79.12,0.9479,632.95,0,2,2,1,0,0,0,1,0,0,1,0,0,0,0,0
0,0,62,1,1,2,0,84.5,5193.2,0,0,5,83.76,1.0088,5193.2,3,2,0,0,1,0,0,0,0,1,0,1,1,1,1,1
1,1,67,1,2,2,1,111.2,7530.8,0,0,5,112.4,0.9893,7530.8,3,3,0,0,1,0,0,0,0,1,0,1,1,1,1,1
0,0,6,1,1,0,0,44.75,270.95,1,0,0,45.16,0.9909,270.95,0,1,2,1,0,1,0,1,0,0,0,0,0,0,0,0
1,1,70,1,1,2,1,80.6,5460.2,0,0,4,78.0,1.0333,5460.2,3,2,0,0,1,0,0,0,0,1,1,0,0,1,1,1
0,0,20,1,2,0,0,80.7,1614.2,0,1,1,80.71,0.9999,1614.2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,5,1,2,0,0,75.6,402.5,0,0,0,80.5,0.9391,402.5,0,2,2,1,0,1,0,1,0,1,0,0,0,0,0,0
1,1,24,0,1,1,0,57.6,1367.75,0,0,5,56.99,1.0107,1367.75,1,1,1,0,0,0,0,1,0,0,1,1,1,0,1,1
1,0,11,1,1,0,1,44.05,483.7,1,0,0,43.97,1.0018,483.7,0,1,2,1,0,1,0,1,0,0,0,0,0,0,0,0
1,0,72,1,2,2,1,110.6,7962.2,0,0,5,110.59,1.0001,7962.2,3,3,0,0,1,0,1,0,0,1,0,1,1,1,1,1
1,1,66,1,1,2,1,58.2,3810.8,0,0,3,57.74,1.008,3810.8,3,1,0,0,1,0,1,0,0,0,1,1,0,1,0,0
1,1,45,1,1,2,1,81.0,3533.6,0,0,5,78.52,1.0316,3533.6,2,2,0,0,0,0,0,0,1,0,1,0,1,1,1,1
1,1,69,1,0,2,0,19.7,1396.9,0,0,0,20.24,0.9733,1396.9,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1,0,15,1,2,0,1,85.6,1345.55,1,1,1,89.7,0.9543,1345.55,1,2,2,0,0,0,0,0,0,1,0,0,0,0,0,1
0,0,28,1,1,0,1,59.55,1646.45,0,0,2,58.8,1.0128,1646.45,2,1,2,0,0,0,0,0,0,0,0,0,1,0,1,0
0,0,70,1,2,1,0,115.55,8127.6,1,0,6,116.11,0.9952,8127.6,3,3,1,0,1,0,1,0,0,1,1,1,1,1,1,1
0,0,36,1,1,1,1,75.55,2680.15,0,0,5,74.45,1.0148,2680.15,2,2,1,0,0,0,0,0,1,0,1,1,1,1,0,1
0,0,16,1,2,0,1,86.6,1281.0,1,1,1,80.06,1.0817,1281.0,1,2,2,0,0,0,0,1,0,1,0,0,0,0,1,0
0,0,18,1,2,0,1,85.2,1553.9,1,0,1,86.33,0.9869,1553.9,1,2,2,0,0,0,0,1,0,1,0,0,0,0,1,0
1,0,34,1,2,0,1,97.65,3207.55,1,0,2,94.34,1.0351,3207.55,2,3,2,0,0,0,0,1,0,1,0,0,0,0,1,1
1,1,42,0,1,1,1,45.1,2049.05,0,0,3,48.79,0.9244,2049.05,2,1,1,0,0,0,1,0,0,0,0,1,1,0,0,1
0,0,48,1,1,1,1,70.95,3629.2,0,0,3,75.61,0.9384,3629.2,2,2,1,0,0,0,0,0,0,1,1,0,0,1,0,1
1,0,47,1,2,0,1,109.55,5124.55,1,0,5,109.03,1.0048,5124.55,2,3,2,0,0,0,0,1,0,1,0,1,1,1,1,1
1,1,39,1,2,1,1,89.55,3474.45,1,0,3,89.09,1.0052,3474.45,2,2,1,0,0,0,0,1,0,1,0,1,1,1,0,0
1,1,11,1,0,2,0,20.9,202.3,0,0,0,18.39,1.1365,202.3,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0
0,0,7,1,0,0,1,19.95,147.5,0,0,0,21.07,0.9468,147.5,0,0,2,1,0,1,0,0,1,0,0,0,0,0,0,0
0,0,3,1,0,0,0,24.6,86.35,0,0,0,28.78,0.8548,86.35,0,0,2,1,0,1,0,0,1,1,0,0,0,0,0,0
0,0,8,1,1,0,1,66.7,579.0,0,0,3,72.38,0.9215,579.0,0,2,2,1,0,0,0,1,0,0,1,0,1,0,0,1
0,1,1,1,0,0,1,19.45,19.45,1,0,0,19.45,1.0,19.45,0,0,2,1,0,1,0,0,1,0,0,0,0,0,0,0
1,1,32,1,2,1,0,94.8,3131.55,0,0,4,97.86,0.9687,3131.55,2,2,1,0,0,0,0,0,1,0,1,1,1,0,0,1
1,1,60,1,1,1,1,65.85,3928.3,0,0,4,65.47,1.0058,3928.3,3,2,1,0,1,0,0,0,0,0,1,1,1,1,0,0
1,0,10,1,0,0,1,19.95,187.75,0,0,0,18.77,1.0629,187.75,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0
1,0,71,1,0,2,1,24.65,1710.15,0,0,0,24.09,1.0232,1710.15,3,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0
1,1,4,1,0,0,0,20.35,76.35,1,0,0,19.09,1.066,76.35,0,0,2,1,0,1,0,0,1,0,0,0,0,0,0,0
0,0,1,1,2,0,1,69.25,69.25,1,1,0,69.25,1.0,69.25,0,2,2,1,0,1,0,1,0,0,0,0,0,0,0,0
1,1,43,0,1,1,1,51.25,2151.6,0,0,4,50.04,1.0242,2151.6,2,1,1,0,0,0,0,0,0,0,1,1,0,1,1,0
1,0,59,1,2,1,1,99.5,5961.1,1,0,3,101.04,0.9848,5961.1,3,3,1,0,1,0,0,0,0,1,0,0,1,0,1,1
1,0,23,1,1,0,0,54.25,1221.55,0,0,2,53.11,1.0215,1221.55,1,1,2,0,0,0,0,1,0,0,0,0,1,1,0,0
1,0,72,1,0,2,0,19.4,1496.45,0,0,0,20.78,0.9336,1496.45,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1,0,22,1,1,1,1,56.25,1292.2,0,0,2,58.74,0.9576,1292.2,1,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0
0,0,1,0,1,0,1,25.15,25.15,0,0,0,25.15,1.0,25.15,0,0,2,1,0,1,0,0,1,0,0,0,0,0,0,0
0,0,69,1,0,2,0,23.95,1713.1,0,0,0,24.83,0.9646,1713.1,3,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0
